-1.798313757275438407e+00,-2.069929472834290962e-01
-1.748313757275438363e+00,-1.435827159388773921e-01
-1.698313757275438318e+00,-9.836367541849211360e-02
-1.648313757275438274e+00,-7.401414756684454588e-02
-1.598313757275438229e+00,-7.247350215459291700e-02
-1.548313757275438185e+00,-9.460836964695451545e-02
-1.498313757275438141e+00,-1.399053149156348486e-01
-1.448313757275438096e+00,-2.063351813497403819e-01
-1.398313757275438052e+00,-2.905229930793331028e-01
-1.348313757275438007e+00,-3.882059158746138383e-01
-1.298313757275437963e+00,-4.947900683534979249e-01
-1.248313757275437919e+00,-6.057988943484613475e-01
-1.198313757275437874e+00,-7.171284150933219248e-01
-1.148313757275437830e+00,-8.251431630705761133e-01
-1.098313757275437785e+00,-9.266870544639759233e-01
-1.048313757275437741e+00,-1.019069518209322789e+00
-9.983137572754376965e-01,-1.100059295812676474e+00
-9.483137572754376521e-01,-1.167895217956544052e+00
-8.983137572754376077e-01,-1.221308271302314896e+00
-8.483137572754375633e-01,-1.259541678567993150e+00
-7.983137572754375189e-01,-1.282354674217297541e+00
-7.483137572754374744e-01,-1.289999822715090838e+00
-6.983137572754374300e-01,-1.283170745484806918e+00
-6.483137572754373856e-01,-1.262924172755166996e+00
-5.983137572754373412e-01,-1.230585077540149452e+00
-5.483137572754372968e-01,-1.187645328284941737e+00
-4.983137572754372524e-01,-1.135665224860413325e+00
-4.483137572754372080e-01,-1.076184738955037856e+00
-3.983137572754371636e-01,-1.010648682643607854e+00
-3.483137572754371192e-01,-9.403482857372308379e-01
-2.983137572754370748e-01,-8.663809037968420723e-01
-2.483137572754370304e-01,-7.896293080141393306e-01
-1.983137572754369859e-01,-7.107615214109559432e-01
-1.483137572754369415e-01,-6.302509916975995719e-01
-9.831375727543689713e-02,-5.484150328399589602e-01
-4.831375727543685272e-02,-4.654673767290717357e-01
1.686242724563191686e-03,-3.815790037179790373e-01
5.168624272456323610e-02,-2.969406884824088988e-01
1.016862427245632805e-01,-2.118210733276141844e-01
1.516862427245633249e-01,-1.266153479977321084e-01
2.016862427245633693e-01,-4.188131393514321621e-02
2.516862427245631917e-01,4.163874499075020941e-02
3.016862427245634581e-01,1.230107286448559045e-01
3.516862427245637246e-01,2.011155609715893910e-01
4.016862427245635470e-01,2.746695911757017217e-01
4.516862427245633693e-01,3.422579032863945492e-01
5.016862427245636358e-01,4.023797817370280971e-01
5.516862427245639022e-01,4.535051844218327410e-01
6.016862427245637246e-01,4.941403090501734763e-01
6.516862427245635470e-01,5.228992838215797967e-01
7.016862427245638134e-01,5.385779613395647036e-01
7.516862427245640799e-01,5.402251345108164404e-01
8.016862427245639022e-01,5.272064856813929445e-01
8.516862427245637246e-01,4.992573103369660203e-01
9.016862427245639910e-01,4.565211822291371235e-01
9.516862427245642575e-01,3.995725934632409215e-01
1.001686242724564080e+00,3.294215321849603972e-01
1.051686242724563902e+00,2.474966400367068498e-01
1.101686242724564169e+00,1.556013995804773065e-01
1.151686242724564435e+00,5.583597446393595565e-02
1.201686242724564258e+00,-4.952243742210316046e-02
1.251686242724564080e+00,-1.581838250645620225e-01
1.301686242724564346e+00,-2.680478670805779839e-01
1.351686242724564613e+00,-3.774221345219907486e-01
1.401686242724564435e+00,-4.852094567931932723e-01
1.451686242724564258e+00,-5.909917223151867072e-01
1.501686242724564524e+00,-6.949314018414886052e-01
1.551686242724564790e+00,-7.974654808417825924e-01
1.601686242724564613e+00,-8.988879592824672304e-01
1.651686242724564435e+00,-9.990180942210616921e-01
1.701686242724564702e+00,-1.097107677242760149e+00
1.751686242724564968e+00,-1.191976941803571055e+00
1.801686242724564790e+00,-1.282251307939176410e+00
