5.000000000000000000e-01,-3.910419074996805688e-03,2.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e-01,4.133037053950704975e-01,4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,-2.967929800461299172e-01,4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.819201368320941259e-01,4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,-1.559047854360193774e-01,4.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,-8.618413129007284137e-03,2.000000000000000000e+01,0.000000000000000000e+00
7.500000000000000000e-01,4.807775235403866643e-01,4.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,-3.819657407208036926e-01,4.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,2.599909967429207547e-01,4.000000000000090594e+00,0.000000000000000000e+00
7.500000000000000000e-01,-2.344456625759802904e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,-1.502931309471340800e-02,2.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000444e-01,4.959875484289522074e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,-3.876962955227720165e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,2.695067695178968714e-01,4.000000000098665076e+00,0.000000000000000000e+00
8.000000000000000444e-01,-2.363679409668075493e-01,4.000000000000021316e+00,0.000000000000000000e+00
8.499999999999999778e-01,1.015334766839811644e-02,2.000000000000000000e+01,0.000000000000000000e+00
8.499999999999999778e-01,5.167047943454623482e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.499999999999999778e-01,-4.115189265698095955e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.499999999999999778e-01,2.773188675864943775e-01,4.000000011334927663e+00,0.000000000000000000e+00
8.499999999999999778e-01,-2.570812917991111002e-01,4.000000000000007994e+00,0.000000000000000000e+00
9.000000000000000222e-01,1.968642940960036239e-02,2.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000222e-01,-4.407712043632395216e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,5.101711186545336840e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,-2.353399215924279475e-01,4.000000004052914448e+00,0.000000000000000000e+00
9.000000000000000222e-01,3.288661075342538265e-01,4.000000000022505553e+00,0.000000000000000000e+00
9.499999999999999556e-01,6.280315345569800756e-02,2.000000000000000000e+01,0.000000000000000000e+00
9.499999999999999556e-01,-4.454038530780737859e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.499999999999999556e-01,5.343467308626503876e-01,4.000000000000000000e+00,0.000000000000000000e+00
9.499999999999999556e-01,-2.244109984969899219e-01,4.000000000036544101e+00,0.000000000000000000e+00
9.499999999999999556e-01,3.654006344208246548e-01,4.000000000000000888e+00,0.000000000000000000e+00
1.000000000000000000e+00,-9.140354319494650714e-02,2.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.164598970777474429e-01,4.000000000696728009e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.475748138016409361e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.840185735187610805e-01,1.278232158602533630e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.549136632356916676e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,-1.198412647529872310e-01,2.000000000000000000e+01,1.000000000000000000e+00
1.050000000000000044e+00,5.196914619824094528e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,-5.253698703574178897e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,2.521153570832022628e-01,4.000000781903172431e+00,0.000000000000000000e+00
1.050000000000000044e+00,-3.690810835456982408e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,-9.227580441301114211e-02,2.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000089e+00,4.939787108122715709e-01,4.000000000006311396e+00,0.000000000000000000e+00
1.100000000000000089e+00,-4.935123227734428131e-01,4.000000000000031086e+00,0.000000000000000000e+00
1.100000000000000089e+00,2.267269507187230082e-01,6.147571832953405924e+00,0.000000000000000000e+00
1.100000000000000089e+00,6.787721770483271522e-01,4.000000000000000000e+00,0.000000000000000000e+00
1.149999999999999911e+00,-8.888061398444339900e-02,2.000000000000000000e+01,1.000000000000000000e+00
